Method,Suspiciousness,ef,ep
sympy.core.assumptions.check_assumptions(),1.0,2,0
sympy.core.basic.Atom.sort_key(),1.0,2,0
sympy.core.numbers.Integer.__ge__(),1.0,2,0
sympy.core.symbol.Str.__new__(),1.0,2,0
sympy.core.symbol.Str._hashable_content(),1.0,2,0
sympy.matrices.expressions.matexpr.MatrixElement.__new__(),1.0,2,0
sympy.matrices.expressions.matexpr.MatrixExpr.__getitem__(),1.0,2,0
sympy.matrices.expressions.matexpr.MatrixExpr._check_dim(),1.0,2,0
sympy.matrices.expressions.matexpr.MatrixExpr.as_coeff_Mul(),1.0,2,0
sympy.matrices.expressions.matexpr.MatrixExpr.cols(),1.0,2,0
sympy.matrices.expressions.matexpr.MatrixExpr.is_valid(),1.0,2,0
sympy.matrices.expressions.matexpr.MatrixExpr.rows(),1.0,2,0
sympy.matrices.expressions.matexpr.MatrixExpr.valid_index(),1.0,2,0
sympy.matrices.expressions.matexpr.MatrixSymbol.__new__(),1.0,2,0
sympy.matrices.expressions.matexpr.MatrixSymbol._entry(),1.0,2,0
sympy.matrices.expressions.matexpr.MatrixSymbol.shape(),1.0,2,0
sympy.printing.str.StrPrinter._print_Str(),1.0,2,0
sympy.printing.str.StrPrinter._print_str(),1.0,2,0
sympy.simplify.cse_main._rebuild(),1.0,2,0
sympy.testing.runtests.PyTestReporter.finish(),1.0,2,0
sympy.testing.runtests.PyTestReporter.leaving_filename(),1.0,2,0
sympy.testing.runtests.PyTestReporter.test_fail(),1.0,2,0
sympy.testing.runtests.PyTestReporter.write_exception(),1.0,2,0
sympy.testing.runtests.SymPyTests.test_file(),1.0,2,0
sympy.utilities.iterables.iterable(),1.0,2,0
sympy.core.numbers.Integer.__int__(),0.8164965809277261,2,1
sympy.codegen.ast.AssignmentBase.__new__(),0.7071067811865475,1,0
sympy.codegen.ast.AssignmentBase._check_args(),0.7071067811865475,1,0
sympy.codegen.ast.AssignmentBase.lhs(),0.7071067811865475,1,0
sympy.codegen.ast.AssignmentBase.rhs(),0.7071067811865475,1,0
sympy.codegen.ast.String._construct_text(),0.7071067811865475,1,0
sympy.codegen.ast.Token.__hash__(),0.7071067811865475,1,0
sympy.codegen.ast.Token.__new__(),0.7071067811865475,1,0
sympy.codegen.ast.Token._construct(),0.7071067811865475,1,0
sympy.codegen.ast.Token._get_constructor(),0.7071067811865475,1,0
sympy.codegen.ast.Token._hashable_content(),0.7071067811865475,1,0
sympy.codegen.ast.Token.kwargs(),0.7071067811865475,1,0
sympy.codegen.ast._mk_Tuple(),0.7071067811865475,1,0
sympy.codegen.cfunctions.log2.eval(),0.7071067811865475,1,0
sympy.codegen.fnodes.Extent.__new__(),0.7071067811865475,1,0
sympy.codegen.fnodes.dimension(),0.7071067811865475,1,0
sympy.core.basic.Basic.rec_replace(),0.7071067811865475,1,0
sympy.core.basic.Basic.replace(),0.7071067811865475,1,0
sympy.core.basic.Basic.walk(),0.7071067811865475,1,0
sympy.core.decorators.__sympifyit_wrapper(),0.7071067811865475,1,0
sympy.core.evalf.evalf_rational(),0.7071067811865475,1,0
sympy.core.expr.Expr.__rtruediv__(),0.7071067811865475,1,0
sympy.core.expr.Expr._eval_is_positive(),0.7071067811865475,1,0
sympy.core.expr.Expr.as_independent(),0.7071067811865475,1,0
sympy.core.expr.Expr.extract_multiplicatively(),0.7071067811865475,1,0
sympy.core.expr.Expr.has(),0.7071067811865475,1,0
sympy.core.function.Application.__new__(),0.7071067811865475,1,0
sympy.core.function.expand_mul(),0.7071067811865475,1,0
sympy.core.mul.Mul.flatten(),0.7071067811865475,1,0
sympy.core.numbers.Integer.__floordiv__(),0.7071067811865475,1,0
sympy.core.numbers.Integer.__mod__(),0.7071067811865475,1,0
sympy.core.numbers.Integer.__rdivmod__(),0.7071067811865475,1,0
sympy.core.numbers.Integer.__rfloordiv__(),0.7071067811865475,1,0
sympy.core.numbers.Integer.__rmul__(),0.7071067811865475,1,0
sympy.core.numbers.Integer._eval_power(),0.7071067811865475,1,0
sympy.core.numbers.Rational._eval_power(),0.7071067811865475,1,0
sympy.core.numbers.Rational.factors(),0.7071067811865475,1,0
sympy.core.power._integer_nthroot_python(),0.7071067811865475,1,0
sympy.core.power.integer_nthroot(),0.7071067811865475,1,0
sympy.core.sympify.sympify(),0.7071067811865475,1,0
sympy.functions.elementary.exponential.log.eval(),0.7071067811865475,1,0
sympy.matrices.common.MatrixArithmetic.__mul__(),0.7071067811865475,1,0
sympy.matrices.common.MatrixArithmetic.multiply(),0.7071067811865475,1,0
sympy.matrices.common.MatrixProperties._eval_atoms(),0.7071067811865475,1,0
sympy.matrices.common.MatrixProperties._eval_free_symbols(),0.7071067811865475,1,0
sympy.matrices.common.MatrixProperties.atoms(),0.7071067811865475,1,0
sympy.matrices.common.MatrixProperties.free_symbols(),0.7071067811865475,1,0
sympy.matrices.common.MatrixShaping.shape(),0.7071067811865475,1,0
sympy.matrices.common._matrixify(),0.7071067811865475,1,0
sympy.matrices.common.classof(),0.7071067811865475,1,0
sympy.matrices.dense.DenseMatrix.as_immutable(),0.7071067811865475,1,0
sympy.matrices.expressions.matexpr.MatrixExpr._is_shape_symbolic(),0.7071067811865475,1,0
