Method,Suspiciousness,ef,ep
sympy.core.add._unevaluated_Add(),1.0,2,0
sympy.core.expr.Expr.extract_multiplicatively(),1.0,2,0
sympy.core.function.count_ops(),1.0,2,0
sympy.geometry.entity.GeometryEntity.__rmul__(),1.0,2,0
sympy.geometry.point.Point3D.__contains__(),1.0,2,0
sympy.geometry.point.Point3D.intersection(),1.0,2,0
sympy.polys.densearith.dmp_neg(),1.0,2,0
sympy.utilities.runtests.PyTestReporter.finish(),1.0,2,0
sympy.utilities.runtests.PyTestReporter.leaving_filename(),1.0,2,0
sympy.utilities.runtests.PyTestReporter.test_exception(),1.0,2,0
sympy.utilities.runtests.PyTestReporter.write_exception(),1.0,2,0
sympy.utilities.runtests.SymPyTests.test_file(),1.0,2,0
sympy.core.add.Add._eval_is_extended_negative(),0.8164965809277261,2,1
sympy.core.add.Add._eval_is_extended_positive(),0.8164965809277261,2,1
sympy.core.add.Add._eval_is_imaginary(),0.8164965809277261,2,1
sympy.core.add.Add._eval_is_zero(),0.8164965809277261,2,1
sympy.core.add.Add._eval_power(),0.8164965809277261,2,1
sympy.core.add.Add.as_coeff_Add(),0.8164965809277261,2,1
sympy.core.add.Add.as_content_primitive(),0.8164965809277261,2,1
sympy.core.add.Add.flatten(),0.8164965809277261,2,1
sympy.core.add.Add.primitive(),0.8164965809277261,2,1
sympy.core.expr.Expr._expand_hint(),0.8164965809277261,2,1
sympy.core.expr.Expr.as_ordered_terms(),0.8164965809277261,2,1
sympy.core.expr.Expr.could_extract_minus_sign(),0.8164965809277261,2,1
sympy.core.expr.Expr.sort_key(),0.8164965809277261,2,1
sympy.core.exprtools.Factors.gcd(),0.8164965809277261,2,1
sympy.core.exprtools._monotonic_sign(),0.8164965809277261,2,1
sympy.core.mul.Mul._eval_expand_mul(),0.8164965809277261,2,1
sympy.core.mul.Mul._eval_herm_antiherm(),0.8164965809277261,2,1
sympy.core.mul.Mul._eval_pos_neg(),0.8164965809277261,2,1
sympy.core.mul.Mul._eval_real_imag(),0.8164965809277261,2,1
sympy.core.mul.Mul._expandsums(),0.8164965809277261,2,1
sympy.core.mul.Mul.as_base_exp(),0.8164965809277261,2,1
sympy.core.mul._keep_coeff(),0.8164965809277261,2,1
sympy.core.numbers.Infinity.__neg__(),0.8164965809277261,2,1
sympy.core.numbers.Integer.__gt__(),0.8164965809277261,2,1
sympy.core.numbers.Integer.__rmul__(),0.8164965809277261,2,1
sympy.core.numbers.Integer.__sub__(),0.8164965809277261,2,1
sympy.core.numbers.Number.__sub__(),0.8164965809277261,2,1
sympy.core.numbers.One.__abs__(),0.8164965809277261,2,1
sympy.core.numbers.Rational.__div__(),0.8164965809277261,2,1
sympy.core.numbers.Rational.__eq__(),0.8164965809277261,2,1
sympy.core.numbers.Rational.__gt__(),0.8164965809277261,2,1
sympy.core.numbers.Rational.__int__(),0.8164965809277261,2,1
sympy.core.numbers.Rational.__sub__(),0.8164965809277261,2,1
sympy.core.numbers.Rational.as_content_primitive(),0.8164965809277261,2,1
sympy.core.operations.AssocOp.__new__(),0.8164965809277261,2,1
sympy.core.power.Pow._eval_is_extended_negative(),0.8164965809277261,2,1
sympy.core.power.Pow._eval_is_extended_real(),0.8164965809277261,2,1
sympy.core.power.Pow._eval_is_imaginary(),0.8164965809277261,2,1
sympy.core.rules.Transform.__getitem__(),0.8164965809277261,2,1
sympy.geometry.point.Point.__mul__(),0.8164965809277261,2,1
sympy.geometry.point.Point.__neg__(),0.8164965809277261,2,1
sympy.geometry.point.Point.midpoint(),0.8164965809277261,2,1
sympy.geometry.point.Point3D.are_collinear(),0.8164965809277261,2,1
sympy.geometry.point.Point3D.x(),0.8164965809277261,2,1
sympy.geometry.point.Point3D.y(),0.8164965809277261,2,1
sympy.geometry.point.Point3D.z(),0.8164965809277261,2,1
sympy.matrices.matrices.MatrixBase._handle_creation_inputs(),0.8164965809277261,2,1
sympy.matrices.matrices.MatrixReductions.rank(),0.8164965809277261,2,1
sympy.ntheory.generate.primerange(),0.8164965809277261,2,1
sympy.polys.densearith.dup_neg(),0.8164965809277261,2,1
sympy.polys.densebasic.dmp_degree(),0.8164965809277261,2,1
sympy.polys.densebasic.dmp_from_dict(),0.8164965809277261,2,1
sympy.polys.densebasic.dmp_ground(),0.8164965809277261,2,1
sympy.polys.densebasic.dmp_ground_LC(),0.8164965809277261,2,1
sympy.polys.densebasic.dmp_ground_p(),0.8164965809277261,2,1
sympy.polys.densebasic.dmp_inflate(),0.8164965809277261,2,1
sympy.polys.densebasic.dmp_multi_deflate(),0.8164965809277261,2,1
sympy.polys.densebasic.dmp_one(),0.8164965809277261,2,1
sympy.polys.densebasic.dmp_one_p(),0.8164965809277261,2,1
