Method,Suspiciousness,ef,ep
sympy.core.add.Add.__neg__(),1.0,1,0
sympy.core.core.BasicMeta.__cmp__(),1.0,1,0
sympy.core.expr.Expr.__ge__(),1.0,1,0
sympy.core.expr.Expr.__le__(),1.0,1,0
sympy.core.expr.Expr._eval_conjugate(),1.0,1,0
sympy.core.expr._n2(),1.0,1,0
sympy.core.logic._torf(),1.0,1,0
sympy.core.logic.fuzzy_or(),1.0,1,0
sympy.core.numbers.Integer.__ge__(),1.0,1,0
sympy.core.numbers.Integer.__le__(),1.0,1,0
sympy.core.numbers.Integer.__sub__(),1.0,1,0
sympy.core.numbers.Number.__sub__(),1.0,1,0
sympy.core.numbers.Rational.__ge__(),1.0,1,0
sympy.core.numbers.Rational.__le__(),1.0,1,0
sympy.core.numbers.Rational.__sub__(),1.0,1,0
sympy.core.numbers.Zero.__neg__(),1.0,1,0
sympy.core.operations.LatticeOp.args(),1.0,1,0
sympy.core.relational.Relational.__new__(),1.0,1,0
sympy.core.relational._Inequality.__new__(),1.0,1,0
sympy.functions.elementary.complexes.conjugate.eval(),1.0,1,0
sympy.functions.elementary.miscellaneous.Max._eval_is_negative(),1.0,1,0
sympy.functions.elementary.miscellaneous.Max._eval_is_nonnegative(),1.0,1,0
sympy.functions.elementary.miscellaneous.Max._eval_is_positive(),1.0,1,0
sympy.functions.elementary.miscellaneous.MinMaxBase.__new__(),1.0,1,0
sympy.functions.elementary.miscellaneous.MinMaxBase._collapse_arguments(),1.0,1,0
sympy.functions.elementary.miscellaneous.MinMaxBase._find_localzeros(),1.0,1,0
sympy.functions.elementary.miscellaneous.MinMaxBase._is_connected(),1.0,1,0
sympy.functions.elementary.miscellaneous.MinMaxBase._new_args_filter(),1.0,1,0
sympy.functions.elementary.miscellaneous.MinMaxBase.do(),1.0,1,0
sympy.functions.elementary.miscellaneous.MinMaxBase.hit(),1.0,1,0
sympy.functions.elementary.trigonometric.cos.eval(),1.0,1,0
sympy.printing.codeprinter.CodePrinter._print_Function(),1.0,1,0
sympy.printing.codeprinter.CodePrinter._print_not_supported(),1.0,1,0
sympy.printing.str.StrPrinter._print_LatticeOp(),1.0,1,0
sympy.printing.str.StrPrinter.emptyPrinter(),1.0,1,0
sympy.utilities.runtests.PyTestReporter.finish(),1.0,1,0
sympy.utilities.runtests.PyTestReporter.leaving_filename(),1.0,1,0
sympy.utilities.runtests.PyTestReporter.test_fail(),1.0,1,0
sympy.utilities.runtests.PyTestReporter.write_exception(),1.0,1,0
sympy.utilities.runtests.SymPyTests.test_file(),1.0,1,0
sympy.core.add.Add.as_content_primitive(),0.7071067811865475,1,1
sympy.core.add.Add.primitive(),0.7071067811865475,1,1
