Method,Suspiciousness,ef,ep
sympy.core.decorators.binary_op_wrapper(),1.0,2,0
sympy.matrices.common.MatrixSpecial._eval_eye(),1.0,2,0
sympy.matrices.common.MatrixSpecial.entry(),1.0,2,0
sympy.matrices.common.MatrixSpecial.eye(),1.0,2,0
sympy.matrices.dense.eye(),1.0,2,0
sympy.matrices.immutable.ImmutableDenseMatrix.__new__(),1.0,2,0
sympy.matrices.matrices.MatrixBase._handle_creation_inputs(),1.0,2,0
sympy.printing.pretty.pretty.PrettyPrinter._print_BasisDependent(),1.0,2,0
sympy.utilities.runtests.PyTestReporter.finish(),1.0,2,0
sympy.utilities.runtests.PyTestReporter.leaving_filename(),1.0,2,0
sympy.utilities.runtests.PyTestReporter.test_fail(),1.0,2,0
sympy.utilities.runtests.PyTestReporter.write_exception(),1.0,2,0
sympy.utilities.runtests.SymPyTests.test_file(),1.0,2,0
sympy.vector.basisdependent.BasisDependent.__mul__(),1.0,2,0
sympy.vector.basisdependent.BasisDependent.__rmul__(),1.0,2,0
sympy.vector.basisdependent.BasisDependentMul.__new__(),1.0,2,0
sympy.vector.basisdependent.BasisDependentZero.__add__(),1.0,2,0
sympy.vector.basisdependent.BasisDependentZero.__hash__(),1.0,2,0
sympy.vector.coordsysrect.CoordSys3D.__init__(),1.0,2,0
sympy.vector.coordsysrect.CoordSys3D.__new__(),1.0,2,0
sympy.vector.coordsysrect.CoordSys3D._compose_rotation_and_translation(),1.0,2,0
sympy.vector.coordsysrect.CoordSys3D._get_lame_coeff(),1.0,2,0
sympy.vector.coordsysrect._check_strings(),1.0,2,0
sympy.vector.point.Point.__new__(),1.0,2,0
sympy.vector.scalar.BaseScalar.__new__(),1.0,2,0
sympy.vector.vector.BaseVector.__new__(),1.0,2,0
sympy.vector.vector.BaseVector.__str__(),1.0,2,0
sympy.vector.vector.BaseVector.system(),1.0,2,0
sympy.vector.vector.Vector._projections(),1.0,2,0
sympy.vector.vector.Vector.components(),1.0,2,0
