Method,Suspiciousness,ef,ep
sympy.core.numbers.ComplexInfinity._eval_power(),1.0,1,0
sympy.core.numbers.Float._eval_is_extended_positive(),1.0,1,0
sympy.core.numbers.Zero._eval_power(),1.0,1,0
sympy.testing.runtests.PyTestReporter.finish(),1.0,1,0
sympy.testing.runtests.PyTestReporter.leaving_filename(),1.0,1,0
sympy.testing.runtests.PyTestReporter.test_fail(),1.0,1,0
sympy.testing.runtests.PyTestReporter.write_exception(),1.0,1,0
sympy.testing.runtests.SymPyTests.test_file(),1.0,1,0
sympy.core.mul._keep_coeff(),0.7071067811865475,1,1
sympy.core.numbers.Infinity._eval_power(),0.7071067811865475,1,1
sympy.core.numbers.Infinity.__neg__(),0.5773502691896258,1,2
sympy.core.numbers.Number.as_coeff_Mul(),0.5773502691896258,1,2
sympy.core.expr.Expr.extract_multiplicatively(),0.5,1,3
sympy.core.mul.Mul.as_base_exp(),0.5,1,3
sympy.core.expr.Expr.__rpow__(),0.4472135954999579,1,4
sympy.core.numbers.Float._eval_is_integer(),0.4472135954999579,1,4
sympy.core.mul.Mul._eval_is_composite(),0.4082482904638631,1,5
sympy.core.numbers.Float.__new__(),0.4082482904638631,1,5
sympy.core.numbers.Float._eval_is_zero(),0.4082482904638631,1,5
sympy.core.expr.Expr.__rsub__(),0.3779644730092272,1,6
sympy.core.expr.Expr.as_coeff_mul(),0.3779644730092272,1,6
sympy.core.numbers.Float.num(),0.3779644730092272,1,6
sympy.core.numbers.Integer.__sub__(),0.3779644730092272,1,6
sympy.core.numbers.NegativeInfinity.__hash__(),0.3779644730092272,1,6
sympy.core.numbers.Rational.__eq__(),0.3779644730092272,1,6
sympy.core.numbers.Rational.__mul__(),0.3779644730092272,1,6
sympy.core.power.Pow.__new__(),0.3779644730092272,1,6
sympy.simplify.radsimp.denom(),0.3779644730092272,1,6
sympy.core.add.Add.as_content_primitive(),0.35355339059327373,1,7
sympy.core.exprtools.Factors.__init__(),0.35355339059327373,1,7
sympy.core.exprtools.Factors.as_expr(),0.35355339059327373,1,7
sympy.core.exprtools.Factors.gcd(),0.35355339059327373,1,7
sympy.core.exprtools.Factors.is_zero(),0.35355339059327373,1,7
sympy.core.exprtools.Factors.mul(),0.35355339059327373,1,7
sympy.core.exprtools.Factors.normal(),0.35355339059327373,1,7
sympy.core.exprtools.Term.__init__(),0.35355339059327373,1,7
sympy.core.exprtools.Term.as_expr(),0.35355339059327373,1,7
