Method,Suspiciousness,ef,ep
sympy.core.add.Add._eval_conjugate(),1.0,1,0
sympy.core.add.Add._eval_is_imaginary(),1.0,1,0
sympy.core.add.Add._eval_is_negative(),1.0,1,0
sympy.core.add.Add._eval_is_nonpositive(),1.0,1,0
sympy.core.add.Add._eval_is_positive(),1.0,1,0
sympy.core.add.Add._eval_is_zero(),1.0,1,0
sympy.core.add.Add.as_content_primitive(),1.0,1,0
sympy.core.add.Add.as_numer_denom(),1.0,1,0
sympy.core.add.Add.as_real_imag(),1.0,1,0
sympy.core.add.Add.primitive(),1.0,1,0
sympy.core.basic.Atom.sort_key(),1.0,1,0
sympy.core.basic.Basic._eval_subs(),1.0,1,0
sympy.core.basic.Basic._has(),1.0,1,0
sympy.core.basic.Basic._has_matcher(),1.0,1,0
sympy.core.basic.Basic.assumptions0(),1.0,1,0
sympy.core.basic.Basic.fallback(),1.0,1,0
sympy.core.basic.Basic.subs(),1.0,1,0
sympy.core.basic.preorder_traversal._preorder_traversal(),1.0,1,0
sympy.core.basic.preorder_traversal.skip(),1.0,1,0
sympy.core.containers.Tuple.__ne__(),1.0,1,0
sympy.core.core.BasicMeta.__cmp__(),1.0,1,0
sympy.core.expr.Expr.__ge__(),1.0,1,0
sympy.core.expr.Expr.__lt__(),1.0,1,0
sympy.core.expr.Expr._eval_conjugate(),1.0,1,0
sympy.core.expr.Expr._eval_is_polynomial(),1.0,1,0
sympy.core.expr.Expr._expand_hint(),1.0,1,0
sympy.core.expr.Expr.args_cnc(),1.0,1,0
sympy.core.expr.Expr.as_content_primitive(),1.0,1,0
sympy.core.expr.Expr.as_ordered_factors(),1.0,1,0
sympy.core.expr.Expr.as_real_imag(),1.0,1,0
sympy.core.expr.Expr.as_terms(),1.0,1,0
sympy.core.expr.Expr.conjugate(),1.0,1,0
sympy.core.expr.Expr.could_extract_minus_sign(),1.0,1,0
sympy.core.expr.Expr.count_ops(),1.0,1,0
sympy.core.expr.Expr.equals(),1.0,1,0
sympy.core.expr.Expr.extract_multiplicatively(),1.0,1,0
sympy.core.expr.Expr.is_constant(),1.0,1,0
sympy.core.expr.Expr.neg(),1.0,1,0
sympy.core.expr.Expr.normal(),1.0,1,0
sympy.core.expr.Expr.sort_key(),1.0,1,0
sympy.core.exprtools.Factors.as_expr(),1.0,1,0
sympy.core.exprtools.Factors.gcd(),1.0,1,0
sympy.core.exprtools.Factors.mul(),1.0,1,0
sympy.core.exprtools.Factors.normal(),1.0,1,0
sympy.core.exprtools.Term.__init__(),1.0,1,0
sympy.core.exprtools._isnumber(),1.0,1,0
sympy.core.exprtools._monotonic_sign(),1.0,1,0
sympy.core.exprtools.do(),1.0,1,0
sympy.core.function.Application._eval_subs(),1.0,1,0
sympy.core.function.AppliedUndef.__new__(),1.0,1,0
sympy.core.function.Derivative.__new__(),1.0,1,0
sympy.core.function.Derivative._eval_derivative(),1.0,1,0
sympy.core.function.Derivative._eval_is_commutative(),1.0,1,0
sympy.core.function.Derivative._eval_subs(),1.0,1,0
sympy.core.function.Derivative._subset(),1.0,1,0
sympy.core.function.Derivative._wrt_variables(),1.0,1,0
