Method,Suspiciousness,ef,ep
sympy.matrices.sparse.MutableSparseMatrix.col_join(),1.0,1,0
sympy.matrices.sparse.MutableSparseMatrix.row_join(),1.0,1,0
sympy.matrices.sparse.SparseMatrix.__eq__(),1.0,1,0
sympy.utilities.runtests.PyTestReporter.finish(),1.0,1,0
sympy.utilities.runtests.PyTestReporter.leaving_filename(),1.0,1,0
sympy.utilities.runtests.PyTestReporter.test_fail(),1.0,1,0
sympy.utilities.runtests.PyTestReporter.write_exception(),1.0,1,0
sympy.utilities.runtests.SymPyTests.test_file(),1.0,1,0
sympy.matrices.matrices.MatrixBase._handle_creation_inputs(),0.7071067811865475,1,1
sympy.matrices.sparse.SparseMatrix.__new__(),0.7071067811865475,1,1
sympy.matrices.common.MatrixShaping.hstack(),0.5773502691896258,1,2
sympy.matrices.sparse.SparseMatrix._eval_zeros(),0.5773502691896258,1,2
sympy.utilities.pytest.raises(),0.5773502691896258,1,2
sympy.matrices.common.MatrixSpecial.zeros(),0.5,1,3
sympy.matrices.dense.MutableDenseMatrix.__new__(),0.4082482904638631,1,5
sympy.matrices.dense.MutableDenseMatrix._new(),0.4082482904638631,1,5
sympy.matrices.sparse.MutableSparseMatrix._new(),0.3779644730092272,1,6
sympy.matrices.matrices.MatrixBase.__len__(),0.35355339059327373,1,7
sympy.matrices.common.MatrixShaping.shape(),0.2773500981126146,1,12
sympy.utilities.runtests.PyTestReporter.entering_filename(),0.25,1,15
sympy.utilities.runtests.PyTestReporter.entering_test(),0.25,1,15
sympy.utilities.runtests.PyTestReporter.write(),0.25,1,15
sympy.utilities.runtests.SymPyTests.matches(),0.25,1,15
bin.get_sympy.path_hack(),0.24253562503633297,1,16
sympy.__init__.__sympy_debug(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.algebraic(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.antihermitian(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.commutative(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.complex(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.complex_elements(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.composite(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.diagonal(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.even(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.extended_real(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.finite(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.fullrank(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.hermitian(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.imaginary(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.integer(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.integer_elements(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.invertible(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.irrational(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.is_true(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.lower_triangular(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.negative(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.nonnegative(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.nonpositive(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.nonzero(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.odd(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.orthogonal(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.positive(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.positive_definite(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.prime(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.rational(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.real(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.real_elements(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.square(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.symmetric(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.unitary(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.upper_triangular(),0.24253562503633297,1,16
sympy.assumptions.ask.AssumptionKeys.zero(),0.24253562503633297,1,16
sympy.assumptions.ask.register_handler(),0.24253562503633297,1,16
sympy.assumptions.assume.Predicate.__new__(),0.24253562503633297,1,16
sympy.assumptions.assume.Predicate.add_handler(),0.24253562503633297,1,16
sympy.core.add.Add.flatten(),0.24253562503633297,1,16
sympy.core.add._addsort(),0.24253562503633297,1,16
sympy.core.assumptions.ManagedProperties.__init__(),0.24253562503633297,1,16
sympy.core.assumptions.StdFactKB.__init__(),0.24253562503633297,1,16
sympy.core.assumptions.StdFactKB.copy(),0.24253562503633297,1,16
sympy.core.assumptions.StdFactKB.generator(),0.24253562503633297,1,16
sympy.core.assumptions._ask(),0.24253562503633297,1,16
