Method,Suspiciousness,ef,ep
sympy.core.add.Add._eval_is_extended_negative(),1.0,1,0
sympy.core.add.Add._eval_is_extended_positive(),1.0,1,0
sympy.core.add.Add._eval_is_imaginary(),1.0,1,0
sympy.core.add.Add._eval_is_infinite(),1.0,1,0
sympy.core.add.Add._eval_is_irrational(),1.0,1,0
sympy.core.add.Add._eval_power(),1.0,1,0
sympy.core.add.Add.as_content_primitive(),1.0,1,0
sympy.core.add.Add.as_numer_denom(),1.0,1,0
sympy.core.add.Add.as_real_imag(),1.0,1,0
sympy.core.add.Add.flatten(),1.0,1,0
sympy.core.basic.Atom.doit(),1.0,1,0
sympy.core.basic.Atom.sort_key(),1.0,1,0
sympy.core.basic.Atom.xreplace(),1.0,1,0
sympy.core.basic.Basic._eval_subs(),1.0,1,0
sympy.core.basic.Basic.doit(),1.0,1,0
sympy.core.basic.Basic.subs(),1.0,1,0
sympy.core.compatibility._nodes(),1.0,1,0
sympy.core.compatibility.as_int(),1.0,1,0
sympy.core.evalf.chop_parts(),1.0,1,0
sympy.core.evalf.evalf(),1.0,1,0
sympy.core.evalf.evalf_pow(),1.0,1,0
sympy.core.evalf.fastlog(),1.0,1,0
sympy.core.expr.Expr.__truediv__(),1.0,1,0
sympy.core.expr.Expr._eval_is_extended_positive_negative(),1.0,1,0
sympy.core.expr.Expr.as_independent(),1.0,1,0
sympy.core.expr.Expr.cancel(),1.0,1,0
sympy.core.expr.Expr.could_extract_minus_sign(),1.0,1,0
sympy.core.expr.Expr.extract_multiplicatively(),1.0,1,0
sympy.core.expr.Expr.normal(),1.0,1,0
sympy.core.exprtools.Factors.gcd(),1.0,1,0
sympy.core.exprtools.Factors.mul(),1.0,1,0
sympy.core.exprtools.Factors.normal(),1.0,1,0
sympy.core.exprtools.Term.__init__(),1.0,1,0
sympy.core.exprtools.do(),1.0,1,0
sympy.core.function.Application.eval(),1.0,1,0
sympy.core.function.count_ops(),1.0,1,0
sympy.core.function.expand_log(),1.0,1,0
sympy.core.function.expand_power_exp(),1.0,1,0
sympy.core.logic._fuzzy_group(),1.0,1,0
sympy.core.mul.Mul._eval_evalf(),1.0,1,0
sympy.core.mul.Mul._eval_herm_antiherm(),1.0,1,0
sympy.core.mul.Mul._eval_is_algebraic(),1.0,1,0
sympy.core.mul.Mul._eval_is_irrational(),1.0,1,0
sympy.core.mul.Mul._eval_pos_neg(),1.0,1,0
sympy.core.mul.Mul.as_real_imag(),1.0,1,0
sympy.core.mul.Mul.as_two_terms(),1.0,1,0
sympy.core.mul.Mul.flatten(),1.0,1,0
sympy.core.mul._unevaluated_Mul(),1.0,1,0
sympy.core.numbers.Integer._eval_power(),1.0,1,0
sympy.core.numbers.NegativeOne._eval_power(),1.0,1,0
sympy.core.numbers.NumberSymbol._eval_evalf(),1.0,1,0
sympy.core.numbers.Pi._as_mpf_val(),1.0,1,0
sympy.core.operations.AssocOp._eval_evalf(),1.0,1,0
sympy.core.operations.AssocOp.doit(),1.0,1,0
sympy.core.power.Pow.__new__(),1.0,1,0
sympy.core.power.Pow._eval_expand_multinomial(),1.0,1,0
sympy.core.power.Pow._eval_is_extended_positive(),1.0,1,0
sympy.core.power.Pow._eval_is_extended_real(),1.0,1,0
sympy.core.power.Pow._eval_is_imaginary(),1.0,1,0
sympy.core.power.Pow._eval_is_integer(),1.0,1,0
sympy.core.power.Pow._eval_is_rational(),1.0,1,0
sympy.core.power.Pow.as_numer_denom(),1.0,1,0
sympy.core.power.Pow.as_real_imag(),1.0,1,0
sympy.core.rules.Transform.__contains__(),1.0,1,0
sympy.core.rules.Transform.__init__(),1.0,1,0
sympy.core.rules.Transform.get(),1.0,1,0
sympy.core.symbol.Dummy.sort_key(),1.0,1,0
sympy.core.symbol.symbols(),1.0,1,0
sympy.functions.elementary.exponential.log._eval_expand_log(),1.0,1,0
sympy.functions.elementary.exponential.log.eval(),1.0,1,0
sympy.functions.elementary.miscellaneous.root(),1.0,1,0
sympy.ntheory.factor_.divisors(),1.0,1,0
sympy.ntheory.factor_.perfect_power(),1.0,1,0
sympy.parsing.sympy_parser.auto_number(),1.0,1,0
sympy.parsing.sympy_parser.is_digit(),1.0,1,0
sympy.parsing.sympy_parser.repeated_decimals(),1.0,1,0
sympy.polys.constructor._construct_composite(),1.0,1,0
sympy.polys.constructor._construct_expression(),1.0,1,0
sympy.polys.constructor.construct_domain(),1.0,1,0
sympy.polys.domains.domain.Domain.__ne__(),1.0,1,0
sympy.polys.domains.expressiondomain.ExpressionDomain.Expression.__bool__(),1.0,1,0
sympy.polys.domains.expressiondomain.ExpressionDomain.Expression.__eq__(),1.0,1,0
sympy.polys.domains.expressiondomain.ExpressionDomain.Expression.__hash__(),1.0,1,0
sympy.polys.domains.expressiondomain.ExpressionDomain.Expression.__init__(),1.0,1,0
sympy.polys.domains.expressiondomain.ExpressionDomain.Expression.__mul__(),1.0,1,0
sympy.polys.domains.expressiondomain.ExpressionDomain.Expression.__neg__(),1.0,1,0
sympy.polys.domains.expressiondomain.ExpressionDomain.Expression.__sub__(),1.0,1,0
sympy.polys.domains.expressiondomain.ExpressionDomain.Expression.__truediv__(),1.0,1,0
sympy.polys.domains.expressiondomain.ExpressionDomain.Expression._to_ex(),1.0,1,0
sympy.polys.domains.expressiondomain.ExpressionDomain.Expression.as_expr(),1.0,1,0
sympy.polys.domains.expressiondomain.ExpressionDomain.Expression.denom(),1.0,1,0
sympy.polys.domains.expressiondomain.ExpressionDomain.Expression.lcm(),1.0,1,0
sympy.polys.domains.expressiondomain.ExpressionDomain.Expression.simplify(),1.0,1,0
sympy.polys.domains.expressiondomain.ExpressionDomain.denom(),1.0,1,0
sympy.polys.domains.expressiondomain.ExpressionDomain.from_sympy(),1.0,1,0
sympy.polys.domains.expressiondomain.ExpressionDomain.gcd(),1.0,1,0
sympy.polys.domains.expressiondomain.ExpressionDomain.get_field(),1.0,1,0
sympy.polys.domains.expressiondomain.ExpressionDomain.lcm(),1.0,1,0
sympy.polys.domains.expressiondomain.ExpressionDomain.to_sympy(),1.0,1,0
sympy.polys.euclidtools.dmp_lcm(),1.0,1,0
sympy.polys.euclidtools.dup_lcm(),1.0,1,0
sympy.polys.euclidtools.dup_rr_lcm(),1.0,1,0
sympy.polys.groebnertools.update(),1.0,1,0
sympy.polys.polyclasses.DMP.__init__(),1.0,1,0
sympy.polys.polyclasses.DMP.is_monomial(),1.0,1,0
sympy.polys.polyclasses.DMP.lcm(),1.0,1,0
