Method,Suspiciousness,ef,ep
sympy.core.add.Add.flatten(),1.0,2,0
sympy.core.expr.Expr.__radd__(),1.0,2,0
sympy.core.expr.Expr.__rpow__(),1.0,2,0
sympy.core.mul.Mul._eval_is_imaginary(),1.0,2,0
sympy.core.mul.Mul._eval_pos_neg(),1.0,2,0
sympy.core.mul.Mul._eval_real_imag(),1.0,2,0
sympy.core.mul.Mul._handle_for_oo(),1.0,2,0
sympy.core.mul.Mul.flatten(),1.0,2,0
sympy.core.numbers.ImaginaryUnit._eval_power(),1.0,2,0
sympy.core.numbers.Infinity.__add__(),1.0,2,0
sympy.core.numbers.Infinity.__mul__(),1.0,2,0
sympy.core.numbers.Integer._eval_power(),1.0,2,0
sympy.core.numbers.NegativeOne._eval_power(),1.0,2,0
sympy.core.numbers.Number.__add__(),1.0,2,0
sympy.core.numbers.Number.__mul__(),1.0,2,0
sympy.core.numbers.Rational.__add__(),1.0,2,0
sympy.core.power.Pow.__new__(),1.0,2,0
sympy.functions.elementary.miscellaneous.sqrt(),1.0,2,0
sympy.ntheory.factor_.perfect_power(),1.0,2,0
sympy.ntheory.generate.Sieve.primerange(),1.0,2,0
sympy.ntheory.generate.primerange(),1.0,2,0
sympy.utilities.runtests.PyTestReporter.finish(),1.0,2,0
sympy.utilities.runtests.PyTestReporter.leaving_filename(),1.0,2,0
sympy.utilities.runtests.PyTestReporter.test_fail(),1.0,2,0
sympy.utilities.runtests.PyTestReporter.write_exception(),1.0,2,0
sympy.utilities.runtests.SymPyTests.test_file(),1.0,2,0
sympy.core.assumptions._ask(),0.8164965809277261,2,1
sympy.core.expr.Expr.__neg__(),0.8164965809277261,2,1
sympy.core.expr.Expr.__rdiv__(),0.8164965809277261,2,1
sympy.core.expr.Expr.__rmul__(),0.8164965809277261,2,1
sympy.core.mul.Mul._eval_is_positive(),0.8164965809277261,2,1
sympy.core.mul.Mul._eval_is_zero(),0.8164965809277261,2,1
sympy.core.numbers.Integer.__add__(),0.8164965809277261,2,1
sympy.core.numbers.Integer.__mul__(),0.8164965809277261,2,1
sympy.core.numbers.Rational.__mul__(),0.8164965809277261,2,1
sympy.core.numbers.Rational.__new__(),0.8164965809277261,2,1
sympy.core.numbers.Rational._eval_power(),0.8164965809277261,2,1
sympy.core.numbers.Rational.factors(),0.8164965809277261,2,1
sympy.core.numbers.ilcm(),0.8164965809277261,2,1
sympy.core.operations.AssocOp._new_rawargs(),0.8164965809277261,2,1
sympy.core.power.Pow._eval_is_finite(),0.8164965809277261,2,1
sympy.core.power.Pow._eval_is_zero(),0.8164965809277261,2,1
sympy.core.power.Pow.base(),0.8164965809277261,2,1
sympy.core.power.Pow.exp(),0.8164965809277261,2,1
sympy.core.power.integer_nthroot(),0.8164965809277261,2,1
sympy.functions.elementary.integers.RoundFunction.eval(),0.8164965809277261,2,1
sympy.ntheory.factor_.factorint(),0.8164965809277261,2,1
sympy.ntheory.factor_.factorrat(),0.8164965809277261,2,1
sympy.ntheory.factor_.multiplicity(),0.8164965809277261,2,1
sympy.ntheory.generate.Sieve.extend(),0.8164965809277261,2,1
sympy.ntheory.generate.Sieve.search(),0.8164965809277261,2,1
sympy.ntheory.generate.nextprime(),0.8164965809277261,2,1
sympy.core.add.Add.__neg__(),0.7071067811865475,1,0
sympy.core.add.Add._eval_is_positive(),0.7071067811865475,1,0
sympy.core.add.Add._eval_is_zero(),0.7071067811865475,1,0
sympy.core.add.Add._eval_power(),0.7071067811865475,1,0
sympy.core.add.Add.class_key(),0.7071067811865475,1,0
sympy.core.add.Add.primitive(),0.7071067811865475,1,0
sympy.core.add._unevaluated_Add(),0.7071067811865475,1,0
sympy.core.basic.Atom.class_key(),0.7071067811865475,1,0
sympy.core.basic.Basic.__eq__(),0.7071067811865475,2,2
sympy.core.basic.Basic._has(),0.7071067811865475,1,0
sympy.core.basic.Basic._xreplace(),0.7071067811865475,1,0
sympy.core.basic.Basic.compare(),0.7071067811865475,1,0
sympy.core.core.BasicMeta.__cmp__(),0.7071067811865475,1,0
sympy.core.evalf.EvalfMixin._evalf(),0.7071067811865475,1,0
sympy.core.evalf.add_terms(),0.7071067811865475,1,0
sympy.core.evalf.evalf_pow(),0.7071067811865475,1,0
sympy.core.expr.Expr.__complex__(),0.7071067811865475,1,0
sympy.core.expr.Expr.__div__(),0.7071067811865475,2,2
sympy.core.expr.Expr.__pow__(),0.7071067811865475,2,2
sympy.core.expr.Expr.__rsub__(),0.7071067811865475,1,0
sympy.core.expr.Expr._eval_is_negative(),0.7071067811865475,2,2
sympy.core.expr.Expr._eval_is_positive(),0.7071067811865475,1,0
sympy.core.expr.Expr._parse_order(),0.7071067811865475,1,0
sympy.core.expr.Expr._pow(),0.7071067811865475,2,2
sympy.core.expr.Expr.args_cnc(),0.7071067811865475,1,0
sympy.core.expr.Expr.as_coeff_Mul(),0.7071067811865475,2,2
sympy.core.expr.Expr.as_independent(),0.7071067811865475,1,0
sympy.core.expr.Expr.as_ordered_terms(),0.7071067811865475,1,0
sympy.core.expr.Expr.as_terms(),0.7071067811865475,1,0
sympy.core.expr.Expr.could_extract_minus_sign(),0.7071067811865475,1,0
sympy.core.expr.Expr.extract_multiplicatively(),0.7071067811865475,1,0
sympy.core.expr.Expr.has(),0.7071067811865475,1,0
sympy.core.expr.Expr.key(),0.7071067811865475,1,0
sympy.core.expr.Expr.neg(),0.7071067811865475,1,0
sympy.core.expr.Expr.sort_key(),0.7071067811865475,1,0
sympy.core.logic.fuzzy_and(),0.7071067811865475,1,0
sympy.core.logic.fuzzy_bool(),0.7071067811865475,1,0
sympy.core.mul.Mul._eval_evalf(),0.7071067811865475,1,0
sympy.core.mul.Mul._eval_herm_antiherm(),0.7071067811865475,1,0
sympy.core.mul.Mul._eval_power(),0.7071067811865475,1,0
sympy.core.mul.Mul.as_coeff_Mul(),0.7071067811865475,2,2
sympy.core.mul._keep_coeff(),0.7071067811865475,1,0
sympy.core.numbers.Float.__eq__(),0.7071067811865475,2,2
sympy.core.numbers.Float.__gt__(),0.7071067811865475,1,0
sympy.core.numbers.Float._as_mpf_val(),0.7071067811865475,1,0
sympy.core.numbers.Float._eval_is_integer(),0.7071067811865475,1,0
sympy.core.numbers.Float._eval_power(),0.7071067811865475,1,0
sympy.core.numbers.Infinity.__abs__(),0.7071067811865475,1,0
sympy.core.numbers.Integer.__rmul__(),0.7071067811865475,2,2
sympy.core.numbers.NaN.__hash__(),0.7071067811865475,2,2
sympy.core.numbers.NaN._as_mpf_val(),0.7071067811865475,2,2
sympy.core.numbers.NegativeOne.__neg__(),0.7071067811865475,2,2
sympy.core.numbers.Number.__float__(),0.7071067811865475,1,0
sympy.core.numbers.Number._eval_evalf(),0.7071067811865475,2,2
sympy.core.numbers.Number._eval_is_finite(),0.7071067811865475,2,2
sympy.core.numbers.NumberSymbol.__eq__(),0.7071067811865475,1,0
sympy.core.numbers.NumberSymbol.__hash__(),0.7071067811865475,1,0
sympy.core.numbers.NumberSymbol.__ne__(),0.7071067811865475,1,0
sympy.core.numbers.NumberSymbol._eval_evalf(),0.7071067811865475,1,0
sympy.core.numbers.Pi._as_mpf_val(),0.7071067811865475,1,0
sympy.core.numbers.Rational.__eq__(),0.7071067811865475,1,0
sympy.core.numbers.Rational.__neg__(),0.7071067811865475,2,2
sympy.core.numbers.Rational.gcd(),0.7071067811865475,1,0
sympy.core.operations.AssocOp._eval_evalf(),0.7071067811865475,1,0
sympy.core.operations.AssocOp._from_args(),0.7071067811865475,1,0
sympy.core.operations.AssocOp.make_args(),0.7071067811865475,2,2
sympy.core.power.Pow._eval_evalf(),0.7071067811865475,1,0
sympy.core.power.Pow._eval_expand_power_base(),0.7071067811865475,1,0
sympy.core.power.Pow._eval_power(),0.7071067811865475,1,0
sympy.core.power.Pow.as_base_exp(),0.7071067811865475,2,2
sympy.core.power.Pow.pred(),0.7071067811865475,1,0
sympy.functions.elementary.complexes.Abs.eval(),0.7071067811865475,1,0
sympy.ntheory.factor_._check_termination(),0.7071067811865475,1,0
sympy.ntheory.factor_._factorint_small(),0.7071067811865475,1,0
sympy.ntheory.factor_._trial(),0.7071067811865475,1,0
sympy.ntheory.factor_.done(),0.7071067811865475,1,0
sympy.ntheory.factor_.primefactors(),0.7071067811865475,1,0
sympy.ntheory.factor_.trailing(),0.7071067811865475,1,0
sympy.ntheory.generate.Sieve.__getitem__(),0.7071067811865475,1,0
sympy.ntheory.generate.Sieve.extend_to_no(),0.7071067811865475,1,0
sympy.ntheory.generate._arange(),0.7071067811865475,1,0
sympy.ntheory.primetest._int_tuple(),0.7071067811865475,1,0
sympy.ntheory.primetest._lucas_selfridge_params(),0.7071067811865475,1,0
sympy.ntheory.primetest._lucas_sequence(),0.7071067811865475,1,0
sympy.ntheory.primetest._test(),0.7071067811865475,1,0
sympy.ntheory.primetest.is_square(),0.7071067811865475,1,0
sympy.ntheory.primetest.is_strong_lucas_prp(),0.7071067811865475,1,0
sympy.ntheory.primetest.isprime(),0.7071067811865475,1,0
sympy.ntheory.primetest.mr(),0.7071067811865475,1,0
sympy.ntheory.residue_ntheory.jacobi_symbol(),0.7071067811865475,1,0
sympy.polys.orderings.LexOrder.__call__(),0.7071067811865475,1,0
sympy.polys.orderings.monomial_key(),0.7071067811865475,1,0
sympy.printing.str.StrPrinter._print_Pi(),0.7071067811865475,1,0
sympy.simplify.cse_opts.sub_post(),0.7071067811865475,1,0
sympy.simplify.cse_opts.sub_pre(),0.7071067811865475,1,0
sympy.simplify.simplify.signsimp(),0.7071067811865475,1,0
sympy.utilities.iterables.sift(),0.7071067811865475,1,0
sympy.core.basic.Basic.is_comparable(),0.6324555320336759,2,3
sympy.core.evalf.EvalfMixin.evalf(),0.6324555320336759,2,3
sympy.core.expr.Expr.as_real_imag(),0.6324555320336759,2,3
sympy.core.numbers.Float.__lt__(),0.6324555320336759,2,3
sympy.core.numbers.Integer.__eq__(),0.6324555320336759,2,3
sympy.core.numbers.Integer.__neg__(),0.6324555320336759,2,3
sympy.core.numbers.Rational.__hash__(),0.6324555320336759,2,3
sympy.core.numbers.Rational._eval_is_positive(),0.6324555320336759,2,3
sympy.core.numbers.Rational._hashable_content(),0.6324555320336759,2,3
sympy.core.sympify.SympifyError.__init__(),0.6324555320336759,2,3
sympy.core.sympify.sympify(),0.6324555320336759,2,3
sympy.functions.elementary.complexes.im.eval(),0.6324555320336759,2,3
sympy.functions.elementary.complexes.re.eval(),0.6324555320336759,2,3
sympy.core.decorators.__sympifyit_wrapper(),0.5773502691896258,2,4
sympy.core.function._coeff_isneg(),0.5773502691896258,2,4
sympy.core.numbers.Rational.__div__(),0.5773502691896258,2,4
sympy.core.numbers.Rational._as_mpf_val(),0.5773502691896258,2,4
sympy.core.numbers.Integer._as_mpf_val(),0.5345224838248488,2,5
sympy.core.numbers.NaN.__eq__(),0.5345224838248488,2,5
sympy.core.add.Add._eval_is_nonpositive(),0.5,1,1
sympy.core.add.Add.as_coeff_Add(),0.5,1,1
sympy.core.basic.Basic.__ne__(),0.5,1,1
sympy.core.basic.Basic._has_matcher(),0.5,1,1
sympy.core.basic.Basic.atoms(),0.5,1,1
sympy.core.basic.Basic.has(),0.5,1,1
sympy.core.basic.Basic.xreplace(),0.5,1,1
sympy.core.basic.preorder_traversal._preorder_traversal(),0.5,1,1
sympy.core.core.BasicMeta.__lt__(),0.5,1,1
sympy.core.evalf.bitcount(),0.5,1,1
sympy.core.evalf.complex_accuracy(),0.5,1,1
sympy.core.evalf.evalf_add(),0.5,1,1
sympy.core.evalf.evalf_mul(),0.5,1,1
sympy.core.evalf.iszero(),0.5,1,1
sympy.core.evalf.pure_complex(),0.5,1,1
sympy.core.expr.Expr.__abs__(),0.5,1,1
sympy.core.expr.Expr._eval_power(),0.5,1,1
sympy.core.expr.Expr._expand_hint(),0.5,1,1
sympy.core.expr.Expr._expand_hint_key(),0.5,1,1
sympy.core.expr.Expr.as_coeff_Add(),0.5,1,1
sympy.core.expr.Expr.expand(),0.5,1,1
