Method,Suspiciousness,ef,ep
sympy.abc.clashing(),1.0,1,0
sympy.core.add.Add.__neg__(),1.0,1,0
sympy.core.add.Add._eval_derivative(),1.0,1,0
sympy.core.add.Add._eval_is_imaginary(),1.0,1,0
sympy.core.add.Add._eval_is_irrational(),1.0,1,0
sympy.core.add.Add._eval_is_negative(),1.0,1,0
sympy.core.add.Add._eval_is_nonnegative(),1.0,1,0
sympy.core.add.Add._eval_is_nonpositive(),1.0,1,0
sympy.core.add.Add._eval_is_odd(),1.0,1,0
sympy.core.add.Add._eval_is_polynomial(),1.0,1,0
sympy.core.add.Add._eval_is_positive(),1.0,1,0
sympy.core.add.Add._eval_is_zero(),1.0,1,0
sympy.core.add.Add._eval_subs(),1.0,1,0
sympy.core.add.Add.as_coeff_Add(),1.0,1,0
sympy.core.add.Add.flatten(),1.0,1,0
sympy.core.assumptions._ask(),1.0,1,0
sympy.core.basic.Atom.class_key(),1.0,1,0
sympy.core.basic.Basic.__str__(),1.0,1,0
sympy.core.basic.Basic._accept_eval_derivative(),1.0,1,0
sympy.core.basic.Basic._eval_derivative_n_times(),1.0,1,0
sympy.core.basic.Basic._has(),1.0,1,0
sympy.core.basic.Basic._subs(),1.0,1,0
sympy.core.basic.Basic._visit_eval_derivative_scalar(),1.0,1,0
sympy.core.basic.Basic._xreplace(),1.0,1,0
sympy.core.basic.Basic.compare(),1.0,1,0
sympy.core.basic.Basic.fallback(),1.0,1,0
sympy.core.basic.Basic.is_comparable(),1.0,1,0
sympy.core.basic.Basic.rec_replace(),1.0,1,0
sympy.core.basic.Basic.replace(),1.0,1,0
sympy.core.basic.Basic.subs(),1.0,1,0
sympy.core.basic._aresame(),1.0,1,0
sympy.core.basic.as_Basic(),1.0,1,0
sympy.core.containers.Dict.__getitem__(),1.0,1,0
sympy.core.containers.Dict.__len__(),1.0,1,0
sympy.core.containers.Dict.__new__(),1.0,1,0
sympy.core.containers.Dict.get(),1.0,1,0
sympy.core.containers.Dict.items(),1.0,1,0
sympy.core.containers.Dict.keys(),1.0,1,0
sympy.core.core.BasicMeta.__cmp__(),1.0,1,0
sympy.core.core.BasicMeta.__gt__(),1.0,1,0
sympy.core.core.BasicMeta.__lt__(),1.0,1,0
sympy.core.evalf.EvalfMixin.evalf(),1.0,1,0
sympy.core.evalf.evalf(),1.0,1,0
sympy.core.expr.AtomicExpr._eval_derivative_n_times(),1.0,1,0
sympy.core.expr.AtomicExpr._eval_is_polynomial(),1.0,1,0
sympy.core.expr.Expr.__abs__(),1.0,1,0
sympy.core.expr.Expr.__div__(),1.0,1,0
