Method,Suspiciousness,ef,ep
sympy.core.add.Add._eval_conjugate(),1.0,1,0
sympy.core.add.Add._eval_is_zero(),1.0,1,0
sympy.core.add._unevaluated_Add(),1.0,1,0
sympy.core.basic.Basic._eval_rewrite(),1.0,1,0
sympy.core.basic.Basic.rewrite(),1.0,1,0
sympy.core.basic.Basic.simplify(),1.0,1,0
sympy.core.evalf.EvalfMixin._evalf(),1.0,1,0
sympy.core.evalf.EvalfMixin.evalf(),1.0,1,0
sympy.core.evalf.add_terms(),1.0,1,0
sympy.core.evalf.evalf_add(),1.0,1,0
sympy.core.evalf.evalf_pow(),1.0,1,0
sympy.core.evalf.scaled_zero(),1.0,1,0
sympy.core.expr.Expr.__int__(),1.0,1,0
sympy.core.expr.Expr._eval_conjugate(),1.0,1,0
sympy.core.expr.Expr._eval_is_extended_positive_negative(),1.0,1,0
sympy.core.expr.Expr.as_ordered_terms(),1.0,1,0
sympy.core.expr.Expr.as_terms(),1.0,1,0
sympy.core.expr.Expr.extract_multiplicatively(),1.0,1,0
sympy.core.expr.Expr.factor(),1.0,1,0
sympy.core.expr._mag(),1.0,1,0
sympy.core.exprtools.Factors.__init__(),1.0,1,0
sympy.core.exprtools._isnumber(),1.0,1,0
sympy.core.function.Derivative.__new__(),1.0,1,0
sympy.core.mul.Mul._eval_evalf(),1.0,1,0
sympy.core.mul.Mul._eval_pos_neg(),1.0,1,0
sympy.core.mul.Mul._expandsums(),1.0,1,0
sympy.core.mul.Mul.as_coeff_mul(),1.0,1,0
sympy.core.numbers.Float.__ceil__(),1.0,1,0
sympy.core.numbers.Float.__new__(),1.0,1,0
sympy.core.numbers.Float._eval_is_negative(),1.0,1,0
sympy.core.numbers.Float.ceiling(),1.0,1,0
sympy.core.numbers.ImaginaryUnit.as_base_exp(),1.0,1,0
sympy.core.numbers.NaN.__hash__(),1.0,1,0
sympy.core.numbers.NegativeOne._eval_power(),1.0,1,0
sympy.core.power.Pow._eval_evalf(),1.0,1,0
sympy.core.power.Pow._eval_is_extended_negative(),1.0,1,0
sympy.core.power.Pow._eval_is_extended_positive(),1.0,1,0
sympy.core.power.Pow._eval_is_extended_real(),1.0,1,0
sympy.core.power.Pow._eval_is_imaginary(),1.0,1,0
sympy.core.power.Pow.as_real_imag(),1.0,1,0
sympy.core.relational.Relational.__nonzero__(),1.0,1,0
sympy.core.relational.Relational.canonical(),1.0,1,0
sympy.core.relational.Relational.lhs(),1.0,1,0
sympy.core.relational.Relational.negated(),1.0,1,0
sympy.core.relational.Relational.rhs(),1.0,1,0
sympy.core.relational._canonical(),1.0,1,0
