Statement,Suspiciousness
sympy.core.mod#58,1.0
sympy.integrals.rubi.rules.trinomial_products#2698,0.99
sympy.integrals.rubi.rules.trinomial_products#2702,0.98
sympy.core.containers#104,0.97
sympy.crypto.crypto#2352,0.96
sympy.core.containers#102,0.95
sympy.ntheory.factor_#1763,0.94
sympy.polys.polyclasses#1643,0.93
sympy.ntheory.modular#155,0.92
sympy.polys.agca.extensions#123,0.91
sympy.sets.fancysets#592,0.9
sympy.sets.fancysets#598,0.89
sympy.crypto.crypto#3283,0.88
sympy.sets.fancysets#599,0.87
sympy.printing.printer#169,0.86
sympy.sets.fancysets#585,0.85
sympy.sets.fancysets#594,0.84
sympy.ntheory.factor_#1765,0.83
sympy.polys.galoistools#106,0.82
sympy.polys.galoistools#108,0.81
sympy.solvers.solveset#1170,0.8
sympy.integrals.rubi.rules.miscellaneous_algebraic#2828,0.79
sympy.sets.fancysets#646,0.78
sympy.sets.fancysets#643,0.77
sympy.polys.polyclasses#1571,0.76
sympy.solvers.solveset#1177,0.75
sympy.sets.fancysets#626,0.74
sympy.sets.fancysets#622,0.73
sympy.printing.printer#162,0.72
sympy.printing.printer#141,0.71
sympy.printing.printer#149,0.7
sympy.printing.printer#163,0.69
sympy.core.mod#137,0.68
sympy.sets.fancysets#604,0.67
sympy.core.mod#123,0.66
sympy.core.__init__#16,0.65
sympy.core.mod#127,0.64
sympy.core.mod#152,0.63
sympy.sets.fancysets#601,0.62
sympy.core.mod#118,0.61
sympy.core.mod#117,0.6
sympy.solvers.solveset#1169,0.59
sympy.solvers.solveset#1162,0.58
sympy.solvers.solveset#23,0.57
sympy.solvers.solveset#1168,0.56
sympy.polys.factortools#969,0.55
sympy.solvers.solveset#1167,0.54
sympy.solvers.solveset#1175,0.53
sympy.simplify.hyperexpand#569,0.52
sympy.simplify.hyperexpand#775,0.51
sympy.solvers.solveset#1172,0.5
sympy.sets.fancysets#605,0.49
sympy.core.expr#214,0.48
sympy.ntheory.partitions_#62,0.47
sympy.core.power#445,0.46
sympy.ntheory.partitions_#75,0.45
sympy.ntheory.partitions_#63,0.44
sympy.solvers.solveset#1197,0.43
sympy.solvers.solveset#1196,0.42
sympy.ntheory.partitions_#73,0.41
sympy.solvers.solveset#1193,0.4
sympy.simplify.hyperexpand#551,0.39
sympy.solvers.solveset#1181,0.38
sympy.polys.factortools#1002,0.37
sympy.crypto.crypto#442,0.36
sympy.polys.galoistools#1308,0.35
sympy.solvers.solveset#1151,0.34
sympy.polys.agca.extensions#120,0.33
sympy.polys.agca.extensions#129,0.32
sympy.crypto.crypto#368,0.31
sympy.sets.fancysets#888,0.3
sympy.crypto.crypto#3314,0.29
sympy.sets.fancysets#882,0.28
sympy.sets.fancysets#880,0.27
sympy.parsing.mathematica#39,0.26
sympy.solvers.solveset#1334,0.25
sympy.polys.polyclasses#1533,0.24
sympy.solvers.solveset#1333,0.23
sympy.polys.polyclasses#1535,0.22
sympy.solvers.solveset#1304,0.21
sympy.polys.polyclasses#1530,0.2
sympy.solvers.solveset#1205,0.19
sympy.polys.domains.modularinteger#184,0.18
sympy.polys.domains.modularinteger#199,0.17
sympy.solvers.solveset#1206,0.16
sympy.polys.compatibility#800,0.15
sympy.calculus.util#414,0.14
sympy.solvers.solveset#1203,0.13
sympy.solvers.ode#8720,0.12
sympy.solvers.solveset#1110,0.11
sympy.solvers.solveset#1208,0.1
sympy.solvers.solveset#43,0.09
sympy.solvers.solveset#1112,0.08
sympy.ntheory.residue_ntheory#766,0.07
sympy.ntheory.residue_ntheory#764,0.06
sympy.solvers.solveset#1283,0.05
sympy.solvers.solveset#1215,0.04
sympy.solvers.solveset#1212,0.03
sympy.solvers.solveset#1282,0.02
sympy.solvers.solveset#1280,0.01
