Statement,Suspiciousness
sympy.integrals.rubi.rules.sine#4709,1.0
sympy.integrals.manualintegrate#1212,0.99
sympy.testing.runtests#2268,0.98
sympy.integrals.rubi.rules.sine#4705,0.97
sympy.testing.runtests#2269,0.96
sympy.integrals.rubi.rules.sine#4365,0.95
sympy.testing.runtests#2270,0.94
sympy.integrals.manualintegrate#1219,0.93
sympy.integrals.rubi.rules.sine#6029,0.92
sympy.integrals.manualintegrate#1229,0.91
sympy.testing.runtests#2271,0.9
sympy.integrals.manualintegrate#1227,0.89
sympy.integrals.rubi.rules.sine#4473,0.88
sympy.physics.vector.frame#958,0.87
sympy.physics.vector.frame#979,0.86
sympy.physics.vector.frame#969,0.85
sympy.physics.vector.frame#836,0.84
sympy.physics.wigner#344,0.83
sympy.integrals.manualintegrate#1185,0.82
sympy.integrals.manualintegrate#1192,0.81
sympy.integrals.manualintegrate#1198,0.8
sympy.vector.operators#150,0.79
sympy.vector.operators#153,0.78
sympy.vector.operators#155,0.77
sympy.testing.runtests#2165,0.76
sympy.testing.runtests#2164,0.75
sympy.integrals.rubi.rules.sine#6021,0.74
sympy.integrals.manualintegrate#1366,0.73
sympy.integrals.manualintegrate#1365,0.72
sympy.integrals.rubi.rules.sine#4693,0.71
sympy.physics.vector.frame#988,0.7
sympy.integrals.rubi.rules.sine#4469,0.69
sympy.physics.vector.frame#981,0.68
sympy.integrals.rubi.rules.inverse_trig#2936,0.67
sympy.integrals.manualintegrate#1369,0.66
sympy.integrals.rubi.rules.secant#3878,0.65
sympy.integrals.manualintegrate#1385,0.64
sympy.integrals.rubi.rules.sine#6407,0.63
sympy.integrals.rubi.rules.sine#7471,0.62
sympy.integrals.rubi.rules.sine#7431,0.61
sympy.integrals.manualintegrate#1399,0.6
sympy.integrals.rubi.rules.sine#6159,0.59
sympy.integrals.manualintegrate#1370,0.58
sympy.integrals.rubi.rules.sine#6303,0.57
sympy.vector.operators#133,0.56
sympy.integrals.rubi.rules.sine#6807,0.55
sympy.integrals.rubi.rules.binomial_products#1800,0.54
sympy.vector.operators#137,0.53
sympy.integrals.rubi.rules.binomial_products#1799,0.52
sympy.integrals.rubi.rules.inverse_trig#2924,0.51
sympy.integrals.rubi.rules.binomial_products#1809,0.5
sympy.vector.operators#141,0.49
sympy.vector.operators#140,0.48
sympy.integrals.rubi.rules.secant#4174,0.47
sympy.vector.operators#144,0.46
sympy.integrals.rubi.rules.secant#4270,0.45
sympy.integrals.rubi.rules.sine#4525,0.44
sympy.vector.operators#138,0.43
sympy.integrals.rubi.rules.secant#4246,0.42
sympy.core.function#1618,0.41
sympy.core.function#1622,0.4
sympy.core.function#1619,0.39
sympy.integrals.rubi.rules.sine#5985,0.38
sympy.integrals.rubi.rules.sine#5993,0.37
sympy.integrals.rubi.rules.secant#4238,0.36
sympy.core.function#1673,0.35
sympy.integrals.manualintegrate#1034,0.34
sympy.integrals.manualintegrate#1026,0.33
sympy.integrals.rubi.rules.sine#4697,0.32
sympy.integrals.risch#1039,0.31
sympy.integrals.rubi.rules.sine#6017,0.3
sympy.vector.operators#146,0.29
sympy.integrals.risch#1065,0.28
sympy.integrals.risch#886,0.27
sympy.integrals.rubi.rules.sine#5269,0.26
sympy.core.function#1594,0.25
sympy.integrals.rubi.rules.secant#3278,0.24
sympy.integrals.rubi.rules.secant#3254,0.23
sympy.integrals.risch#938,0.22
sympy.integrals.rubi.rules.sine#7239,0.21
sympy.integrals.rubi.rules.secant#3214,0.2
sympy.core.function#1413,0.19
sympy.integrals.rubi.rules.sine#7287,0.18
sympy.integrals.trigonometry#117,0.17
sympy.integrals.rubi.rules.sine#7183,0.16
sympy.integrals.rubi.rules.sine#7199,0.15
sympy.integrals.trigonometry#113,0.14
sympy.integrals.rubi.rules.sine#7175,0.13
sympy.integrals.trigonometry#116,0.12
sympy.integrals.trigonometry#112,0.11
sympy.integrals.rubi.rules.sine#6831,0.1
sympy.integrals.integrals#1566,0.09
sympy.integrals.rubi.rules.sine#6863,0.08
sympy.integrals.trigonometry#106,0.07
sympy.integrals.rubi.rules.sine#7427,0.06
sympy.integrals.manualintegrate#1600,0.05
sympy.integrals.rubi.rules.sine#6155,0.04
sympy.physics.vector.dyadic#456,0.03
sympy.integrals.manualintegrate#1609,0.02
sympy.integrals.manualintegrate#1613,0.01
