Statement,Suspiciousness
sympy.matrices.sparse#1195,1.000000000000
sympy.matrices.sparse#96,1.000000000000
sympy.matrices.sparse#989,1.000000000000
sympy.utilities.runtests#1214,1.000000000000
sympy.utilities.runtests#1219,1.000000000000
sympy.utilities.runtests#1220,1.000000000000
sympy.utilities.runtests#1222,1.000000000000
sympy.utilities.runtests#1223,1.000000000000
sympy.utilities.runtests#1224,1.000000000000
sympy.utilities.runtests#1225,1.000000000000
sympy.utilities.runtests#2084,1.000000000000
sympy.utilities.runtests#2086,1.000000000000
sympy.utilities.runtests#2087,1.000000000000
sympy.utilities.runtests#2088,1.000000000000
sympy.utilities.runtests#2089,1.000000000000
sympy.utilities.runtests#2090,1.000000000000
sympy.utilities.runtests#2146,1.000000000000
sympy.utilities.runtests#2191,1.000000000000
sympy.utilities.runtests#2192,1.000000000000
sympy.utilities.runtests#2193,1.000000000000
sympy.utilities.runtests#2194,1.000000000000
sympy.utilities.runtests#2195,1.000000000000
sympy.utilities.runtests#2196,1.000000000000
sympy.utilities.runtests#2210,1.000000000000
sympy.utilities.runtests#2223,1.000000000000
sympy.utilities.runtests#2245,1.000000000000
sympy.utilities.runtests#2246,1.000000000000
sympy.utilities.runtests#2247,1.000000000000
sympy.matrices.matrices#2044,0.707106781187
sympy.matrices.matrices#2045,0.707106781187
sympy.matrices.matrices#2046,0.707106781187
sympy.matrices.matrices#2049,0.707106781187
sympy.matrices.matrices#2059,0.707106781187
sympy.matrices.sparse#100,0.707106781187
sympy.matrices.sparse#1194,0.707106781187
sympy.matrices.sparse#45,0.707106781187
sympy.matrices.sparse#46,0.707106781187
sympy.matrices.sparse#47,0.707106781187
sympy.matrices.sparse#48,0.707106781187
sympy.matrices.sparse#988,0.707106781187
sympy.matrices.sparse#99,0.707106781187
sympy.matrices.common#377,0.577350269190
sympy.matrices.common#380,0.577350269190
sympy.matrices.common#381,0.577350269190
sympy.matrices.matrices#2053,0.577350269190
sympy.matrices.sparse#417,0.577350269190
sympy.utilities.pytest#74,0.577350269190
sympy.utilities.pytest#76,0.577350269190
sympy.utilities.pytest#77,0.577350269190
sympy.utilities.pytest#78,0.577350269190
sympy.utilities.pytest#79,0.577350269190
sympy.utilities.pytest#80,0.577350269190
sympy.matrices.common#892,0.500000000000
sympy.matrices.common#894,0.500000000000
sympy.matrices.common#895,0.500000000000
sympy.matrices.common#897,0.500000000000
sympy.matrices.matrices#1969,0.500000000000
sympy.matrices.matrices#2027,0.500000000000
sympy.matrices.matrices#2028,0.500000000000
sympy.matrices.matrices#2030,0.500000000000
sympy.matrices.matrices#2035,0.500000000000
sympy.matrices.matrices#2009,0.447213595500
sympy.matrices.matrices#2010,0.447213595500
sympy.matrices.matrices#2018,0.447213595500
sympy.matrices.matrices#2019,0.447213595500
sympy.matrices.matrices#2020,0.447213595500
sympy.matrices.dense#411,0.408248290464
sympy.matrices.dense#418,0.408248290464
sympy.matrices.dense#423,0.408248290464
sympy.matrices.dense#424,0.408248290464
sympy.matrices.dense#425,0.408248290464
sympy.matrices.dense#426,0.408248290464
sympy.matrices.dense#427,0.408248290464
sympy.matrices.dense#428,0.408248290464
sympy.matrices.dense#429,0.408248290464
sympy.matrices.matrices#2026,0.408248290464
sympy.matrices.sparse#66,0.408248290464
sympy.matrices.sparse#64,0.377964473009
sympy.matrices.sparse#850,0.377964473009
sympy.matrices.sparse#94,0.377964473009
sympy.matrices.sparse#95,0.377964473009
sympy.matrices.sparse#97,0.377964473009
sympy.matrices.sparse#98,0.377964473009
sympy.matrices.matrices#1850,0.353553390593
sympy.matrices.sparse#53,0.353553390593
sympy.matrices.sparse#54,0.353553390593
sympy.matrices.sparse#56,0.353553390593
sympy.matrices.sparse#87,0.316227766017
sympy.matrices.sparse#88,0.316227766017
sympy.matrices.sparse#89,0.316227766017
sympy.matrices.sparse#90,0.316227766017
sympy.matrices.sparse#83,0.301511344578
sympy.matrices.sparse#84,0.301511344578
sympy.matrices.sparse#85,0.301511344578
sympy.matrices.sparse#86,0.301511344578
sympy.matrices.matrices#2017,0.288675134595
sympy.matrices.matrices#2023,0.288675134595
sympy.matrices.matrices#2024,0.288675134595
sympy.matrices.sparse#43,0.288675134595
sympy.matrices.sparse#44,0.288675134595
sympy.matrices.sparse#50,0.288675134595
sympy.matrices.sparse#52,0.288675134595
sympy.matrices.sparse#91,0.288675134595
sympy.matrices.common#525,0.277350098113
sympy.matrices.matrices#1958,0.277350098113
sympy.matrices.matrices#1960,0.277350098113
sympy.matrices.matrices#1962,0.277350098113
sympy.matrices.matrices#1964,0.277350098113
sympy.matrices.matrices#1968,0.277350098113
sympy.matrices.matrices#1972,0.277350098113
sympy.matrices.matrices#1976,0.277350098113
sympy.matrices.matrices#1996,0.277350098113
sympy.matrices.matrices#1998,0.277350098113
sympy.matrices.matrices#1999,0.277350098113
sympy.matrices.matrices#2000,0.277350098113
sympy.matrices.matrices#2001,0.277350098113
sympy.matrices.matrices#2006,0.277350098113
sympy.matrices.matrices#2007,0.277350098113
sympy.matrices.matrices#2008,0.277350098113
sympy.matrices.matrices#2011,0.277350098113
sympy.matrices.matrices#2014,0.277350098113
sympy.matrices.matrices#2015,0.277350098113
sympy.matrices.matrices#2016,0.277350098113
sympy.matrices.matrices#2021,0.277350098113
sympy.matrices.matrices#2022,0.277350098113
sympy.matrices.matrices#2058,0.277350098113
sympy.matrices.matrices#2061,0.277350098113
sympy.utilities.pytest#1,0.250000000000
sympy.utilities.pytest#100,0.250000000000
sympy.utilities.pytest#105,0.250000000000
sympy.utilities.pytest#106,0.250000000000
sympy.utilities.pytest#108,0.250000000000
sympy.utilities.pytest#109,0.250000000000
sympy.utilities.pytest#11,0.250000000000
sympy.utilities.pytest#111,0.250000000000
sympy.utilities.pytest#112,0.250000000000
sympy.utilities.pytest#114,0.250000000000
sympy.utilities.pytest#12,0.250000000000
sympy.utilities.pytest#129,0.250000000000
sympy.utilities.pytest#13,0.250000000000
sympy.utilities.pytest#132,0.250000000000
sympy.utilities.pytest#14,0.250000000000
sympy.utilities.pytest#143,0.250000000000
sympy.utilities.pytest#18,0.250000000000
sympy.utilities.pytest#20,0.250000000000
sympy.utilities.pytest#21,0.250000000000
sympy.utilities.pytest#3,0.250000000000
sympy.utilities.pytest#5,0.250000000000
sympy.utilities.pytest#6,0.250000000000
sympy.utilities.pytest#7,0.250000000000
sympy.utilities.pytest#9,0.250000000000
sympy.utilities.pytest#93,0.250000000000
sympy.utilities.pytest#94,0.250000000000
sympy.utilities.pytest#97,0.250000000000
sympy.utilities.runtests#1161,0.250000000000
sympy.utilities.runtests#1162,0.250000000000
sympy.utilities.runtests#1163,0.250000000000
sympy.utilities.runtests#1165,0.250000000000
sympy.utilities.runtests#1167,0.250000000000
sympy.utilities.runtests#1170,0.250000000000
sympy.utilities.runtests#1171,0.250000000000
sympy.utilities.runtests#1172,0.250000000000
sympy.utilities.runtests#1175,0.250000000000
sympy.utilities.runtests#1176,0.250000000000
sympy.utilities.runtests#1177,0.250000000000
sympy.utilities.runtests#1178,0.250000000000
sympy.utilities.runtests#1189,0.250000000000
sympy.utilities.runtests#1191,0.250000000000
sympy.utilities.runtests#1199,0.250000000000
sympy.utilities.runtests#1200,0.250000000000
sympy.utilities.runtests#1203,0.250000000000
sympy.utilities.runtests#1204,0.250000000000
sympy.utilities.runtests#1205,0.250000000000
sympy.utilities.runtests#1206,0.250000000000
sympy.utilities.runtests#1207,0.250000000000
sympy.utilities.runtests#1209,0.250000000000
sympy.utilities.runtests#1212,0.250000000000
sympy.utilities.runtests#1213,0.250000000000
sympy.utilities.runtests#1239,0.250000000000
sympy.utilities.runtests#1240,0.250000000000
sympy.utilities.runtests#1242,0.250000000000
sympy.utilities.runtests#1245,0.250000000000
sympy.utilities.runtests#1262,0.250000000000
sympy.utilities.runtests#1264,0.250000000000
